"uniqueID";"completion_time_min";"completion_time";"completion_time_sec";"timestamp_start";"timestamp_end";"sender";"sender_id";"ended_on";"strategy";"comment_general";"include";"uniqueID_t1";"gender_t1";"age_t1";"entry_via_t1";"seriousness_t1";"condition_t1";"completion_time_min_t1";"completion_time_t1";"completion_time_sec_t1";"timestamp_start_t1";"timestamp_end_t1";"sender_t1";"sender_id_t1";"ended_on_t1";"svs_angle_t1";"SVOtyp_ring_t1";"svs_angle_slider_t1";"SVOtyp_slider_t1";"include_t1";"mean_angle";"measure_self";"dec_self_slider";"dec_self_ring";"get_from";"dec_self";"dec_other";"Betrag_t1";"Betrag";"Betrag_total"
49;4,7428;284568;284,568;"2026-06-16T15:50:16.180Z";"2026-06-16T15:55:00.766Z";"root";NA;"completion";" Intuitiv, wenn ich z.B. einen Wert von 1 € erreicht hatte, hat mir das gereicht und ich wollte keine weiteren Informationen.";" Die Studie war gut und einfach verständlich aufgebaut :-)";1;13;"female";28;"mouse";"serious";"slider_first";3,33216666666667;199930;199,93;"2026-06-09T08:53:54.012Z";"2026-06-09T08:57:13.961Z";"root";NA;"completion";22,8736651906267;"Prosocial";36,3432459033854;"Prosocial";1;29,6084555470061;"ring";4;11;82;293;-41;3,52;4,77;8,29
50;7,41896666666667;445138;445,138;"2026-06-16T15:50:59.871Z";"2026-06-16T15:58:25.023Z";"root";NA;"completion";" spontan";" ";1;76;"female";29;"mouse";"serious";"slider_first";6,1472;368832;368,832;"2026-06-09T17:34:50.237Z";"2026-06-09T17:40:59.088Z";"root";NA;"completion";7,53733805729811;"Individualist";16,9619533812933;"Individualist";1;12,2496457192957;"ring";6;11;46;0;0;1;8,39;9,39
51;81,6591116666667;4899546,7;4899,5467;"2026-06-16T15:53:44.903Z";"2026-06-16T17:55:01.355Z";"root";NA;"completion";" maximaler Gewinn";" keine";1;11;"female";26;"touchscreen";"serious";"slider_first";5,48832;329299,2;329,2992;"2026-06-09T08:39:04.281Z";"2026-06-09T08:44:33.583Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";4;24;83;48;210;3,58;6,19;9,77
52;5,66484333333323;339890,599999994;339,890599999994;"2026-06-16T16:25:51.012Z";"2026-06-16T16:31:30.917Z";"root";NA;"completion";" ";" ";1;12;"male";48;"mouse";"serious";"ring_first";7,7549283333381;465295,700000286;465,295700000286;"2026-06-09T08:45:12.260Z";"2026-06-09T08:52:57.560Z";"root";NA;"completion";9,93509769345083;"Individualist";33,7348648425068;"Prosocial";1;21,8349812679788;"slider";8;4;248;243;274;6,17;7,69;13,86
53;9,29138333333333;557483;557,483;"2026-06-16T16:45:19.081Z";"2026-06-16T16:54:36.549Z";"root";NA;"completion";" Meine Beiträge aufgedeckt, da insgesamt nur Kosten von 30 Cent und Option mit größerem Gewinn gewählt";" ";1;36;"female";26;"touchscreen";"serious";"ring_first";18,9342166666667;1136053;1136,053;"2026-06-09T12:18:33.380Z";"2026-06-09T12:37:29.361Z";"root";NA;"completion";45;"Prosocial";35,4337385555479;"Prosocial";1;40,216869277774;"ring";3;17;171;-73;-41;-0,14;5,21;5,07
54;21,7825166666667;1306951;1306,951;"2026-06-16T16:46:49.862Z";"2026-06-16T17:08:36.829Z";"root";NA;"completion";" ich interessiere mich eigentlich nur für meine eigenen Gewinne und nicht für die anderer. Nur wenn jemand anderes viel verliert für meinen Gewinn treffe ich andere Entscheidungen. Als logischer Mensch habe ich nur meine Werte berechnet und das wahrscheinlich lukrativste genommen. ";" Sehr interessant, vielen Dank und weiter so!";1;99;"other";24;"mouse";"serious";"slider_first";17,0279350000004;1021676,10000002;1021,67610000002;"2026-06-09T20:02:16.222Z";"2026-06-09T20:19:17.899Z";"root";NA;"completion";7,19923363836765;"Individualist";23,5449690291613;"Prosocial";1;15,3721013337645;"slider";10;18;217;256;-41;3,15;7,56;10,71
55;5,6672699999998;340036,199999988;340,036199999988;"2026-06-16T17:26:56.208Z";"2026-06-16T17:32:36.245Z";"root";NA;"completion";" ";" ";1;40;"female";24;"touchscreen";"serious";"ring_first";8,19973000000318;491983,800000191;491,983800000191;"2026-06-09T12:35:32.319Z";"2026-06-09T12:43:44.303Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";15;14;170;300;256;6,56;6,27;12,83
56;6,14051499999997;368430,899999999;368,430899999999;"2026-06-16T17:48:32.727Z";"2026-06-16T17:54:41.167Z";"root";NA;"completion";" aufdecken dort wo ich eine niedrigere zahl sehe und wenn das über der andern zahl ist diesen bereich nehmen. ";" ";1;41;"male";27;"mouse";"serious";"slider_first";11,9692166666667;718153;718,153;"2026-06-09T12:42:47.602Z";"2026-06-09T12:54:45.784Z";"root";NA;"completion";15,0078752205107;"Individualist";29,5772031701029;"Prosocial";1;22,2925391953068;"ring";6;1;19;293;293;6,86;5,41;12,27
57;8,33022166666666;499813,3;499,8133;"2026-06-16T18:31:55.536Z";"2026-06-16T18:40:15.335Z";"root";NA;"completion";" Ich habe immer nur bei meinen Felder geschaut, was noch kommen könnte. ";" ";1;54;"female";24;"touchscreen";"serious";"ring_first";11,3181933333333;679091,6;679,0916;"2026-06-09T15:35:15.779Z";"2026-06-09T15:46:34.857Z";"root";NA;"completion";15,0078752205107;"Individualist";16,9619533812933;"Individualist";1;15,984914300902;"slider";11;9;33;300;300;7;5,86;12,86
58;8,05981666666667;483589;483,589;"2026-06-16T18:32:56.427Z";"2026-06-16T18:41:00.048Z";"root";NA;"completion";" ";" ";1;103;"male";34;"mouse";"serious";"slider_first";8,68373333333333;521024;521,024;"2026-06-09T20:20:20.496Z";"2026-06-09T20:29:01.544Z";"root";NA;"completion";0;"Individualist";17,9611707405311;"Individualist";1;8,98058537026555;"slider";9;8;92;300;152;5,52;6,88;12,4
59;3,2822;196932;196,932;"2026-06-16T18:36:13.792Z";"2026-06-16T18:39:30.725Z";"root";NA;"completion";" ";" ";1;64;"male";29;"mouse";"serious";"slider_first";6,39748333333333;383849;383,849;"2026-06-09T16:03:45.083Z";"2026-06-09T16:10:08.947Z";"root";NA;"completion";34,8801769338699;"Prosocial";44,7618033762248;"Prosocial";1;39,8209901550473;"slider";11;24;215;150;210;4,6;6,45;11,05
60;4,86645;291987;291,987;"2026-06-16T18:38:15.646Z";"2026-06-16T18:43:07.630Z";"root";NA;"completion";" Ich habe so gewählt, dass ich möglichst viel ausgezahlt bekäme.";" ";1;63;"female";32;"mouse";"serious";"ring_first";3,65211333333328;219126,799999997;219,126799999997;"2026-06-09T15:56:43.610Z";"2026-06-09T16:00:22.739Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";5;14;189;256;273;6,29;5,81;12,1
61;16,0281449999998;961688,699999988;961,688699999988;"2026-06-16T18:42:23.844Z";"2026-06-16T18:58:25.535Z";"root";NA;"completion";"Ich habe meist eigenen Gewinn aufgedeckt, wenn ich zufrieden war wollte ich meistens kein Geld für weitere Informationen verschwenden und habe die Option genommen. Wenn aber der insgesamte Outcome bei einer Option deutlich besser war, wo der andere mehr bekommen hat als ich, habe ich dort Felder aufgedeckt, um unseren gemeinsamen Outcome möglichst zu maximieren";" ";1;69;"female";18;"mouse";"serious";"slider_first";17,6869866666666;1061219,2;1061,2192;"2026-06-09T16:21:56.636Z";"2026-06-09T16:39:37.876Z";"root";NA;"completion";45;"Prosocial";42,7945771596961;"Prosocial";1;43,8972885798481;"slider";6;10;187;300;255;6,55;5,87;12,42
62;10,7721816666663;646330,899999976;646,330899999976;"2026-06-16T18:48:10.083Z";"2026-06-16T18:58:56.416Z";"root";NA;"completion";"";" ";1;93;"male";26;"mouse";"serious";"ring_first";4,14125166666607;248475,099999964;248,475099999964;"2026-06-09T19:42:22.035Z";"2026-06-09T19:46:30.511Z";"root";NA;"completion";8,63713141507075;"Individualist";11,5801935805144;"Individualist";1;10,1086624977926;"ring";8;4;116;-93;273;2,8;5,57;8,37
63;9,67087833333314;580252,699999988;580,252699999988;"2026-06-16T19:12:59.728Z";"2026-06-16T19:22:40.009Z";"root";NA;"completion";" geschaut welche Beiträge bei mir am höchsten sind, bei gleichstand das höhere für den anderen ausgewählt";" ";1;88;"female";27;"mouse";"serious";"ring_first";10,5770966666669;634625,800000012;634,625800000012;"2026-06-09T19:04:44.118Z";"2026-06-09T19:15:18.777Z";"root";NA;"completion";21,1285598606071;"Individualist";44,550336665744;"Prosocial";1;32,8394482631755;"slider";6;7;198;256;44;4;4,88;8,88
64;4,94920166666667;296952,1;296,9521;"2026-06-16T19:34:04.622Z";"2026-06-16T19:39:01.574Z";"root";NA;"completion";" Ich habe nur meinen Anteil beachtet und aufgedeckt bis ich denke einen guten Eindruck zu haben. Dann habe ich die Wahl für meinen (vermeintlich wenn nicht alle aufgedeckt) höheren Betrag getroffen, unabhängig von der Auszahlung für andere.";" ";1;71;"male";27;"mouse";"serious";"ring_first";4,711615;282696,9;282,6969;"2026-06-09T16:28:48.530Z";"2026-06-09T16:33:31.227Z";"root";NA;"completion";0;"Individualist";17,4619871606664;"Individualist";1;8,7309935803332;"slider";10;11;133;300;256;6,56;6,99;13,55
65;13,5111683333333;810670,1;810,6701;"2026-06-16T19:41:47.272Z";"2026-06-16T19:55:17.943Z";"root";NA;"completion";" ich habe bei jedem Durchgang geschaut und mir vorher schon Gedanken gemacht, meistens ist es ja so wenn der andere Teilnehmer einen höheren Betrag hat, hat man selber meist einen niedrigeren Betrag, dann kam meist schon die andere Option in Frage. Jedoch habe ich dann immer per Zufall ein Feld geöffnet. Wenn das Feld vom Wert her schon so hoch was, dass ich für mich gesagt habe, mir ist egal was die anderen Felder beinhalten, dann habe ich diese Option dann auch direkt genommen. ";" ";1;112;"male";43;"mouse";"serious";"ring_first";12,10863;726517,8;726,5178;"2026-06-09T21:26:24.363Z";"2026-06-09T21:38:30.883Z";"root";NA;"completion";7,19923363836765;"Individualist";26,3185939978819;"Prosocial";1;16,7589138181248;"slider";1;9;202;300;-41;3,59;5,79;9,38
66;9,50503833333254;570302,299999952;570,302299999952;"2026-06-16T20:13:01.387Z";"2026-06-16T20:22:31.932Z";"root";NA;"completion";" ich habe versucht, möglich wenig aufzudecken. ich habe nur darauf geachtet, was mein Betrag wäre, der des anderen war mir egal.";" ";1;35;"female";33;"touchscreen";"serious";"ring_first";6,9381649999996;416289,899999976;416,289899999976;"2026-06-09T12:17:39.543Z";"2026-06-09T12:24:36.024Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";3;23;174;300;225;6,25;6,01;12,26
67;6,023575;361414,5;361,4145;"2026-06-16T20:13:08.004Z";"2026-06-16T20:19:09.428Z";"root";NA;"completion";"- da wo ich anfangs am meisten bekomme das zweite oder dritte ausgewählt
- wenn ich das nicht überzeugend fand, die andere Seite genommen";" ";1;84;"female";24;"mouse";"serious";"slider_first";9,331425;559885,5;559,8855;"2026-06-09T18:15:34.836Z";"2026-06-09T18:24:54.721Z";"root";NA;"completion";33,2834008410999;"Prosocial";39,3006552975721;"Prosocial";1;36,292028069336;"slider";11;22;186;278;150;5,28;5,29;10,57
68;6,1068899999996;366413,399999976;366,413399999976;"2026-06-16T20:22:57.691Z";"2026-06-16T20:29:04.113Z";"root";NA;"completion";" ";" ";1;82;"female";29;"mouse";"serious";"slider_first";8,58364666666662;515018,799999997;515,018799999997;"2026-06-09T17:55:42.851Z";"2026-06-09T18:04:17.853Z";"root";NA;"completion";52,5634958970672;"Prosocial";31,5538344280056;"Prosocial";1;42,0586651625364;"ring";3;12;209;241;152;4,93;6,13;11,06
69;7,20261666666667;432157;432,157;"2026-06-16T20:48:40.195Z";"2026-06-16T20:55:52.354Z";"root";NA;"completion";" Relativ schnell die Einträge mit den beiden höchsten Startwerten um eine weitere Information erweitert, daraus extrapoliert wo bei verbleibend ungefähr gleicher Verteilung die insgesamt höchste Gesamtsumme zu erwarten ist - gleichgültig ob für mich oder die andere Person.";" ";1;2;"male";50;"mouse";"serious";"ring_first";235,705428333334;14142325,7;14142,3257;"2026-06-09T07:50:31.257Z";"2026-06-09T11:46:13.582Z";"root";NA;"completion";41,6475927528969;"Prosocial";45,8014118533944;"Prosocial";1;43,7245023031456;"slider";11;3;230;225;-93;2,32;6,28;8,6
70;7,9478349999994;476870,099999964;476,870099999964;"2026-06-16T21:01:16.358Z";"2026-06-16T21:09:13.232Z";"root";NA;"completion";" Geschaut, welcher Betrag für mich der höchste ist. Dann einen Betrag auf der anderen Seite für mich aufgedeckt. War die Summe kleiner als der erste Betrag, habe ich den erste Betrag genommen.";" ";1;26;"female";30;"mouse";"serious";"slider_first";72,9387333333333;4376324;4376,324;"2026-06-09T12:00:20.274Z";"2026-06-09T13:13:16.600Z";"root";NA;"completion";7,53733805729811;"Individualist";23,8704867629436;"Prosocial";1;15,7039124101209;"slider";13;13;8;300;210;6,1;8,92;15,02
71;11,7009083333333;702054,5;702,0545;"2026-06-16T21:37:59.066Z";"2026-06-16T21:49:41.122Z";"root";NA;"completion";" möglich wenig risiko eingegangen und möglichst wenig info eingeholt um nicht unnötiges Geld zu verlieren";" ";1;115;"female";34;"mouse";"serious";"ring_first";13,0199533333333;781197,2;781,1972;"2026-06-09T22:00:30.736Z";"2026-06-09T22:13:31.934Z";"root";NA;"completion";5,92643238178527;"Individualist";16,9619533812933;"Individualist";1;11,4441928815393;"ring";6;19;114;241;100;4,41;7,17;11,58
72;11,1625666666667;669754;669,754;"2026-06-16T22:40:27.660Z";"2026-06-16T22:51:37.419Z";"root";NA;"completion";" Ich wollte kein Geld für die Informationen ausgeben. Ich habe mich meist für ein Aufdecken bei der (auf den ersten Blick) geringerwertigen Option entschieden, um herauszufinden, ob sich diese lohnt. Manchmal bin ich davon abgewichen, aber weniger aus einem spezifischen Grund als auf Neugier.

Wenn sich die Option dann gelohnt hätte, hab ich diese gewählt.";" Viel Erfolg mit Ihrer Studie, es war mir wieder ein Vergnügen!";1;114;"male";36;"mouse";"serious";"slider_first";10,9970666666667;659824;659,824;"2026-06-09T21:54:46.619Z";"2026-06-09T22:05:46.450Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";10;14;263;300;273;6,73;6,96;13,69
73;7,22008166666627;433204,899999976;433,204899999976;"2026-06-17T07:07:46.406Z";"2026-06-17T07:14:59.670Z";"root";NA;"completion";"- habe versucht gleich aufzuteilen, ohne für Aufdeckungen zu bezahlen 
- und möglichst den relativ gleichen aber höheren Block auszuwählen";" ";1;86;"female";28;"touchscreen";"serious";"ring_first";11,6329233333309;697975,399999857;697,975399999857;"2026-06-09T18:40:31.431Z";"2026-06-09T18:52:09.408Z";"root";NA;"completion";59,5110595001691;"Altruist";42,0342485279496;"Prosocial";1;50,7726540140593;"slider";11;21;153;255;273;6,28;6,07;12,35
74;9,61696833333323;577018,099999994;577,018099999994;"2026-06-17T07:10:53.839Z";"2026-06-17T07:20:30.871Z";"root";NA;"completion";" Das bei dem Feld anderer immer in der Summe mehr ist, als Selbst.";" Den Gesamtanteil von kosten von aufdecken anderer Summen insgesamt anzeigen.";1;5;"male";24;"touchscreen";"serious";"ring_first";10,7772116666667;646632,699999999;646,632699999999;"2026-06-09T08:02:36.510Z";"2026-06-09T08:13:23.152Z";"root";NA;"completion";-37,5068128696839;"Competitive";8,98681224954417;"Individualist";1;-14,2600003100699;"slider";7;22;9;300;210;6,1;6,41;12,51
75;3,81673166666677;229003,900000006;229,003900000006;"2026-06-17T07:18:39.127Z";"2026-06-17T07:22:28.136Z";"root";NA;"completion";" Auswahl des größtmöglichen Gewinns, bei ähnlichem Gewinn Abgleich mit höchstmöglichem Gewinn für Teilnehmer 2";" ";1;74;"male";29;"mouse";"serious";"slider_first";3,31089666666662;198653,799999997;198,653799999997;"2026-06-09T16:32:26.684Z";"2026-06-09T16:35:45.344Z";"root";NA;"completion";6,35727966055777;"Individualist";22,9609072268993;"Prosocial";1;14,6590934437285;"ring";5;8;87;293;300;6,93;6,82;13,75
76;9,55365833333333;573219,5;573,2195;"2026-06-17T07:24:53.902Z";"2026-06-17T07:34:27.133Z";"root";NA;"completion";" ich habe immer geschaut bei welchem Wahlfeld ich mehr bekommen würde, habe dann die zweite Auszahlung aufgedeckt und nahezu immer die option dann gewählt, auch nur zwie mal habe ich zwei Kästchen mir aufdecken lassen";" :)";1;20;"female";22;"mouse";"serious";"slider_first";6,1815;370890;370,89;"2026-06-09T09:38:00.041Z";"2026-06-09T09:44:10.937Z";"root";NA;"completion";2,48126480119584;"Individualist";41,0847918558947;"Prosocial";1;21,7830283285453;"ring";6;21;34;0;273;3,73;7,05;10,78
77;9,19406666666667;551644;551,644;"2026-06-17T08:07:00.283Z";"2026-06-17T08:16:11.933Z";"root";NA;"completion";" ";" ";1;59;"male";52;"mouse";"serious";"slider_first";19,4464833333333;1166789;1166,789;"2026-06-09T15:49:27.607Z";"2026-06-09T16:08:54.379Z";"root";NA;"completion";7,53733805729811;"Individualist";40,7281890013095;"Prosocial";1;24,1327635293038;"ring";6;15;24;-41;278;3,37;5,81;9,18
78;5,52787333333334;331672,4;331,6724;"2026-06-17T08:56:33.175Z";"2026-06-17T09:02:04.848Z";"root";NA;"completion";" ";" ";1;38;"female";27;"mouse";"serious";"slider_first";6,00343000000001;360205,800000001;360,205800000001;"2026-06-09T12:27:37.227Z";"2026-06-09T12:33:37.411Z";"root";NA;"completion";28,7882688668514;"Prosocial";36,6646728074596;"Prosocial";1;32,7264708371555;"ring";8;7;136;293;293;6,86;7,52;14,38
79;6,95621666666667;417373;417,373;"2026-06-17T10:44:05.309Z";"2026-06-17T10:51:02.694Z";"root";NA;"completion";" Das genommen wo ich kein Minus mache, wo der andere meistens etwas weniger bekommt.";" ";1;150;"female";29;"mouse";"serious";"slider_first";21,20515;1272309;1272,309;"2026-06-10T08:34:39.297Z";"2026-06-10T08:55:51.602Z";"root";NA;"completion";0;"Individualist";24,9030243257089;"Prosocial";1;12,4515121628544;"slider";9;14;85;300;-93;3,07;6,99;10,06
80;6,98216833333323;418930,099999994;418,930099999994;"2026-06-17T10:45:01.958Z";"2026-06-17T10:52:00.891Z";"root";NA;"completion";" Ich habe generell geguckt, was für mich am besten ist und die unteren Zahlen gar nicht richtig beachtet. Ich wollte zu Beginn möglichst wenig Geld für Informationen ausgeben und hab mich dann aber zwischendurch dazu entschieden, dass es sich trotz des Verlustes lohnen könnte, weitere Informationen aufzudecken. Ich hoffe trotzdem sehr, dass die andere Seite auch profitiert. ";" ";1;178;"female";31;"mouse";"serious";"slider_first";6,50750666666677;390450,400000006;390,450400000006;"2026-06-10T12:42:30.658Z";"2026-06-10T12:49:01.085Z";"root";NA;"completion";22,4645922129485;"Prosocial";30,1953725756785;"Prosocial";1;26,3299823943135;"ring";14;12;167;-41;270;3,29;5,9;9,19
81;5,29464833333334;317678,9;317,6789;"2026-06-17T10:47:51.689Z";"2026-06-17T10:53:09.384Z";"root";NA;"completion";" ";" ";1;128;"female";29;"mouse";"serious";"ring_first";5,73326666666667;343996;343,996;"2026-06-10T05:46:02.289Z";"2026-06-10T05:51:46.286Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";11;21;7;300;273;6,73;7,78;14,51
82;13,6494566666603;818967,399999619;818,967399999619;"2026-06-17T10:45:50.829Z";"2026-06-17T10:59:29.798Z";"root";NA;"completion";"";" ";1;162;"female";19;"touchscreen";"serious";"slider_first";13,247798333327;794867,899999619;794,867899999619;"2026-06-10T09:47:32.708Z";"2026-06-10T10:00:47.578Z";"root";NA;"completion";0;"Individualist";17,3184054574351;"Individualist";1;8,65920272871755;"slider";6;22;26;289;150;5,39;8,51;13,9
83;2,8513199999998;171079,199999988;171,079199999988;"2026-06-17T10:49:39.190Z";"2026-06-17T10:52:30.269Z";"root";NA;"completion";" hatte kein System";" ";0;140;"female";23;"mouse";"serious";"slider_first";4,72789500000477;283673,700000286;283,673700000286;"2026-06-10T07:02:30.145Z";"2026-06-10T07:07:13.819Z";"root";NA;"completion";2,48126480119584;"Individualist";34,5183099679683;"Prosocial";1;18,4997873845821;NA;NA;NA;NA;NA;NA;1;1;2
84;8,76246666666667;525748;525,748;"2026-06-17T10:51:23.305Z";"2026-06-17T11:00:09.057Z";"root";NA;"completion";" ";" ";1;180;"male";37;"mouse";"serious";"slider_first";4,12643333333333;247586;247,586;"2026-06-10T13:23:05.785Z";"2026-06-10T13:27:13.374Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";2;1;103;300;150;5,5;8,21;13,71
85;6,4632650000001;387795,900000006;387,795900000006;"2026-06-17T10:51:33.271Z";"2026-06-17T10:58:01.084Z";"root";NA;"completion";" Ich habe versucht die Kosten gering zu halten, also größtenteils meine Entscheidung auf einer Aufdeckung basieren zu lassen. Dabei habe ich ebenfalls zum großteil versucht die Zahl neben meiner \"kleineren\" Zahl aufzudecken. Was der andere bekommt war dabei irrelavant für meine Entscheidungen";" ";1;125;"female";39;"touchscreen";"serious";"slider_first";3,65816166666349;219489,699999809;219,489699999809;"2026-06-10T05:12:57.279Z";"2026-06-10T05:16:36.784Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";14;8;98;300;210;6,1;7,02;13,12
86;16,5004816666663;990028,899999976;990,028899999976;"2026-06-17T10:59:26.057Z";"2026-06-17T11:15:56.063Z";"root";NA;"completion";" Ich habe versucht, so wenig Informationen wie möglich einzusehen, aber am Ende habe ich festgestellt, dass es profitabler gewesen wäre, mehr Informationen zu sehen.";" ";1;159;"female";33;"mouse";"serious";"ring_first";8,266325;495979,5;495,9795;"2026-06-10T09:20:24.964Z";"2026-06-10T09:28:40.927Z";"root";NA;"completion";-7,53733805729811;"Individualist";16,9619533812933;"Individualist";1;4,71230766199759;"ring";9;17;111;293;270;6,63;5,79;12,42
87;5,6423100000004;338538,600000024;338,538600000024;"2026-06-17T10:59:56.633Z";"2026-06-17T11:05:35.172Z";"root";NA;"completion";"a) höchstmögliche Summe für SELBST
b) ausgewogenes, faires Verhältnis zu ANDERE
c) Völlige Ignoranz des Faktors Kostenanteil";" ";1;39;"male";60;"mouse";"serious";"ring_first";8,08387999999995;485032,799999997;485,032799999997;"2026-06-09T12:29:02.964Z";"2026-06-09T12:37:07.997Z";"root";NA;"completion";23,4160307582304;"Prosocial";41,5915433634278;"Prosocial";1;32,5037870608291;"slider";4;19;38;274;48;4,22;9,68;13,9
88;5,62335;337401;337,401;"2026-06-17T11:04:03.093Z";"2026-06-17T11:09:40.516Z";"root";NA;"completion";" ";" ";1;124;"male";54;"mouse";"serious";"slider_first";6,639;398340;398,34;"2026-06-10T04:59:40.962Z";"2026-06-10T05:06:19.303Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";6;13;119;300;152;5,52;5,8;11,32
89;15,0467966666667;902807,8;902,8078;"2026-06-17T11:21:30.585Z";"2026-06-17T11:36:33.394Z";"root";NA;"completion";" Andere aufdecken sind überflüssige Kosten, daher verworfener Ansatz.
Selbst Aufdecken zu dem Grad, dass ersichtlich wird oder es hochwahrscheinlich ist, die bessere Alternative zu erkennen. Oftmals konnte man eine Aufdeckung sparen, anstatt alle aufzudecken. Wenn das nicht möglich war, decke ich alle auf. Denn immerhin könnte man komplett falsch liegen und 10 Cent Kosten gegenüber Versäumten 2 Euro z.B. sind gut investiert.";" Ich habe aus Versehen heute vor dem Beantworten dieses Teils 2 nochmal Teil 1 bearbeitet, weil ich den alten Whatsapp Link angeklickt hatte, den ich mir vom Handy auf den PC geschickt hatte. Das können Sie dann rausfiltern. Bitte um Entschuldigung.";1;22;"male";37;"mouse";"serious";"slider_first";6,10821333333304;366492,799999982;366,492799999982;"2026-06-09T10:03:05.074Z";"2026-06-09T10:09:11.567Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";7;18;99;293;256;6,49;7,89;14,38
90;6,01668333333333;361001;361,001;"2026-06-17T11:50:11.862Z";"2026-06-17T11:56:12.867Z";"root";NA;"completion";" ";" ";1;137;"female";35;"mouse";"serious";"slider_first";12,90085;774051;774,051;"2026-06-10T06:57:24.455Z";"2026-06-10T07:10:18.519Z";"root";NA;"completion";19,8507159961252;"Individualist";41,1098755959382;"Prosocial";1;30,4802957960317;"ring";12;22;163;300;270;6,7;7,57;14,27
91;11,8464;710784;710,784;"2026-06-17T12:00:07.797Z";"2026-06-17T12:11:58.600Z";"root";NA;"completion";" ";" ";1;176;"male";58;"mouse";"serious";"ring_first";15,4674333333333;928046;928,046;"2026-06-10T12:37:37.435Z";"2026-06-10T12:53:05.506Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";4;23;108;300;300;7;8,92;15,92
92;5,8419;350514;350,514;"2026-06-17T12:03:36.764Z";"2026-06-17T12:09:27.278Z";"root";NA;"completion";" Ich habe darauf geachtet, dass ich kein Geld fürs erneute Aufdecken ausgebe. Meist habe ich in der Option, die geringere Beiträge zeigt, ein weiteres Feld aufgedeckt. Wenn die andere Option nur mit einem Feld mehr Geld als die zwei aufgedeckten Felder der anderen Option aufweist, habe ich mich dafür entschieden.";" ";1;132;"female";28;"mouse";"serious";"slider_first";9,37333333333333;562400;562,4;"2026-06-10T06:10:53.705Z";"2026-06-10T06:20:16.108Z";"root";NA;"completion";45;"Prosocial";41,1446317926776;"Prosocial";1;43,0723158963388;"ring";10;5;141;273;0;3,73;8,05;11,78
93;28,6356083333333;1718136,5;1718,1365;"2026-06-17T12:11:31.093Z";"2026-06-17T13:09:12.878Z";"root";NA;"completion";" Mir ging es darum, keine der Betieligten zu sehr zu benachteiligen. Ab und zu ging ich allerdings auch ein Risiko ein und wurde ungerecht. ";" ";1;85;"male";58;"mouse";"serious";"slider_first";11,1743816666667;670462,9;670,4629;"2026-06-09T18:35:25.160Z";"2026-06-09T18:46:35.649Z";"root";NA;"completion";40,1792339219073;"Prosocial";42,8733323872234;"Prosocial";1;41,5262831545653;"ring";15;23;172;152;200;4,52;6,24;10,76
94;2,84060833333333;170436,5;170,4365;"2026-06-17T12:12:29.751Z";"2026-06-17T12:15:20.189Z";"root";NA;"completion";" ";" ";0;142;"female";23;"mouse";"serious";"ring_first";7,81128333333333;468677;468,677;"2026-06-10T07:12:55.230Z";"2026-06-10T07:20:43.908Z";"root";NA;"completion";20,2656974709475;"Individualist";37,872632283286;"Prosocial";1;29,0691648771168;NA;NA;NA;NA;NA;NA;1;1;2
95;8,29674499999881;497804,699999928;497,804699999928;"2026-06-17T12:23:54.819Z";"2026-06-17T12:32:12.630Z";"root";NA;"completion";"immer das niedrigste bisher offenbarte für mich selsbt weiter aufdecken, solange bis die summe höher wird als die andere option";" ";1;155;"male";26;"mouse";"serious";"ring_first";7,77971499999998;466782,899999999;466,782899999999;"2026-06-10T08:51:26.395Z";"2026-06-10T08:59:13.179Z";"root";NA;"completion";1,74531474977637;"Individualist";23,2926060074673;"Prosocial";1;12,5189603786218;"slider";6;16;205;300;256;6,56;5,91;12,47
96;7,48224500000079;448934,700000048;448,934700000048;"2026-06-17T12:26:06.708Z";"2026-06-17T12:33:35.643Z";"root";NA;"completion";" Erste Orientierung anhand der eigenen Auszahlung, bei geringem zweiten Betrag ggf. Orientierung an Auszahlung des Partners";" ";1;158;"female";20;"touchscreen";"serious";"ring_first";11,1985683333397;671914,100000381;671,914100000381;"2026-06-10T09:15:42.068Z";"2026-06-10T09:26:51.279Z";"root";NA;"completion";0;"Individualist";25,483258635722;"Prosocial";1;12,741629317861;"slider";15;18;127;300;225;6,25;5,81;12,06
