"uniqueID";"response";"item";"choice_self";"choice_other";"svo_trial"
64;"o3";"10";292;233;3
64;"o1";"15";270;300;4
64;"o7";"11";278;233;5
64;"o9";"6";256;256;6
64;"o3";"9";262;233;7
64;"o1";"14";300;270;8
64;"o9";"2";300;150;9
64;"o1";"4";150;300;10
64;"o1";"13";150;300;11
64;"o1";"8";270;300;12
64;"o9";"3";256;256;13
64;"o5";"5";225;225;14
65;"o5";"4";203;172;0
65;"o5";"13";225;225;1
65;"o7";"10";278;278;2
65;"o9";"12";300;270;3
65;"o5";"11";255;255;4
65;"o1";"1";256;256;5
65;"o3";"14";278;278;6
65;"o5";"5";225;225;7
65;"o5";"8";285;285;8
65;"o4";"9";244;244;9
65;"o6";"7";244;244;10
65;"o9";"2";300;150;11
65;"o9";"3";256;256;12
65;"o9";"6";256;256;13
65;"o3";"15";278;262;14
66;"o5";"5";225;225;0
66;"o1";"15";270;300;1
66;"o1";"9";300;210;2
66;"o5";"4";203;172;3
66;"o9";"11";300;210;4
66;"o1";"1";256;256;5
66;"o7";"13";262;188;6
66;"o9";"3";256;256;7
66;"o9";"8";300;270;8
66;"o1";"14";300;270;9
66;"o4";"7";266;206;10
66;"o9";"12";300;270;11
66;"o3";"10";292;233;12
66;"o9";"6";256;256;13
66;"o9";"2";300;150;14
67;"o1";"6";300;150;0
67;"o9";"11";300;210;1
67;"o1";"5";300;150;2
67;"o1";"1";256;256;3
67;"o9";"3";256;256;4
67;"o9";"12";300;270;5
67;"o9";"8";300;270;6
67;"o1";"9";300;210;7
67;"o9";"2";300;150;8
67;"o9";"4";256;44;9
67;"o9";"13";300;150;10
67;"o1";"14";300;270;11
67;"o1";"10";300;210;12
67;"o9";"15";300;150;13
67;"o1";"7";300;150;14
68;"o1";"1";256;256;0
68;"o5";"11";255;255;1
68;"o1";"9";300;210;2
68;"o9";"12";300;270;3
68;"o1";"15";270;300;4
68;"o9";"2";300;150;5
68;"o1";"14";300;270;6
68;"o9";"10";270;300;7
68;"o1";"4";150;300;8
68;"o5";"13";225;225;9
68;"o9";"3";256;256;10
68;"o5";"8";285;285;11
68;"o9";"7";210;300;12
68;"o5";"5";225;225;13
68;"o9";"6";256;256;14
69;"o3";"14";278;278;0
69;"o5";"5";225;225;1
69;"o7";"6";267;230;2
69;"o5";"8";285;285;3
69;"o9";"10";270;300;4
69;"o9";"12";300;270;5
69;"o5";"11";255;255;6
69;"o6";"13";244;206;7
69;"o9";"3";256;256;8
69;"o4";"4";190;204;9
69;"o3";"9";262;233;10
69;"o1";"1";256;256;11
69;"o9";"7";210;300;12
69;"o1";"15";270;300;13
69;"o9";"2";300;150;14
70;"o9";"3";256;256;0
70;"o9";"6";256;256;1
70;"o1";"14";300;270;2
70;"o9";"12";300;270;3
70;"o9";"13";300;150;4
70;"o1";"5";300;150;5
70;"o1";"1";256;256;6
70;"o1";"10";300;210;7
70;"o1";"7";300;150;8
70;"o9";"8";300;270;9
70;"o1";"15";270;300;10
70;"o9";"11";300;210;11
70;"o1";"9";300;210;12
70;"o7";"4";230;108;13
70;"o9";"2";300;150;14
71;"o9";"4";256;44;0
71;"o8";"15";296;169;1
71;"o1";"6";300;150;2
71;"o9";"2";300;150;3
71;"o9";"8";300;270;4
71;"o1";"14";300;270;5
71;"o9";"12";300;270;6
71;"o1";"5";300;150;7
71;"o1";"7";300;150;8
71;"o1";"9";300;210;9
71;"o1";"1";256;256;10
71;"o9";"13";300;150;11
71;"o1";"10";300;210;12
71;"o9";"11";300;210;13
71;"o9";"3";256;256;14
72;"o1";"1";256;256;0
72;"o6";"4";216;140;1
72;"o1";"10";300;210;2
72;"o9";"12";300;270;3
72;"o4";"7";266;206;4
72;"o9";"3";256;256;5
72;"o1";"9";300;210;6
72;"o1";"14";300;270;7
72;"o5";"5";225;225;8
72;"o9";"2";300;150;9
72;"o2";"15";274;281;10
72;"o9";"6";256;256;11
72;"o9";"8";300;270;12
72;"o5";"13";225;225;13
72;"o9";"11";300;210;14
73;"o1";"7";300;150;0
73;"o9";"2";300;150;1
73;"o9";"13";300;150;2
73;"o9";"12";300;270;3
73;"o9";"3";256;256;4
73;"o1";"10";300;210;5
73;"o1";"5";300;150;6
73;"o9";"15";300;150;7
73;"o9";"4";256;44;8
73;"o1";"9";300;210;9
73;"o9";"8";300;270;10
73;"o1";"1";256;256;11
73;"o9";"11";300;210;12
73;"o1";"6";300;150;13
73;"o1";"14";300;270;14
74;"o1";"14";300;270;0
74;"o9";"11";300;210;1
74;"o2";"5";281;169;2
74;"o1";"1";256;256;3
74;"o7";"4";230;108;4
74;"o9";"12";300;270;5
74;"o9";"2";300;150;6
74;"o9";"13";300;150;7
74;"o2";"9";281;221;8
74;"o2";"6";295;163;9
74;"o9";"3";256;256;10
74;"o3";"10";292;233;11
74;"o3";"7";278;188;12
74;"o9";"8";300;270;13
74;"o7";"15";292;188;14
75;"o4";"4";190;204;0
75;"o4";"9";244;244;1
75;"o5";"10";285;255;2
75;"o2";"15";274;281;3
75;"o3";"5";262;188;4
75;"o3";"14";278;278;5
75;"o6";"7";244;244;6
75;"o9";"3";256;256;7
75;"o5";"8";285;285;8
75;"o5";"11";255;255;9
75;"o1";"1";256;256;10
75;"o8";"12";281;274;11
75;"o9";"6";256;256;12
75;"o9";"2";300;150;13
75;"o5";"13";225;225;14
76;"o1";"1";256;256;0
76;"o9";"11";300;210;1
76;"o1";"14";300;270;2
76;"o1";"9";300;210;3
76;"o9";"4";256;44;4
76;"o9";"3";256;256;5
76;"o9";"2";300;150;6
76;"o1";"7";300;150;7
76;"o9";"12";300;270;8
76;"o1";"5";300;150;9
76;"o9";"13";300;150;10
76;"o9";"15";300;150;11
76;"o1";"6";300;150;12
76;"o9";"8";300;270;13
76;"o1";"10";300;210;14
77;"o5";"7";255;225;0
77;"o3";"15";278;262;1
77;"o5";"8";285;285;2
77;"o4";"10";289;244;3
77;"o9";"6";256;256;4
77;"o9";"2";300;150;5
77;"o5";"4";203;172;6
77;"o1";"14";300;270;7
77;"o9";"12";300;270;8
77;"o7";"13";262;188;9
77;"o5";"11";255;255;10
77;"o9";"3";256;256;11
77;"o1";"9";300;210;12
77;"o1";"1";256;256;13
77;"o4";"5";244;206;14
78;"o9";"2";300;150;0
78;"o9";"13";300;150;1
78;"o1";"6";300;150;2
78;"o1";"7";300;150;3
78;"o1";"5";300;150;4
78;"o9";"8";300;270;5
78;"o1";"14";300;270;6
78;"o1";"1";256;256;7
78;"o9";"11";300;210;8
78;"o9";"10";270;300;9
78;"o1";"9";300;210;10
78;"o9";"15";300;150;11
78;"o9";"4";256;44;12
78;"o9";"12";300;270;13
78;"o9";"3";256;256;14
79;"o9";"12";300;270;0
79;"o1";"10";300;210;1
79;"o1";"6";300;150;2
79;"o1";"7";300;150;3
79;"o9";"11";300;210;4
79;"o1";"14";300;270;5
79;"o9";"15";300;150;6
79;"o9";"2";300;150;7
79;"o9";"13";300;150;8
79;"o9";"3";256;256;9
79;"o9";"8";300;270;10
79;"o1";"1";256;256;11
79;"o1";"9";300;210;12
79;"o1";"5";300;150;13
79;"o9";"4";256;44;14
80;"o9";"12";300;270;0
80;"o1";"1";256;256;1
80;"o1";"5";300;150;2
80;"o9";"15";300;150;3
80;"o9";"3";256;256;4
80;"o9";"4";256;44;5
80;"o1";"6";300;150;6
80;"o1";"9";300;210;7
80;"o9";"8";300;270;8
80;"o1";"14";300;270;9
80;"o1";"7";300;150;10
80;"o9";"11";300;210;11
80;"o9";"13";300;150;12
80;"o1";"10";300;210;13
80;"o9";"2";300;150;14
81;"o9";"2";300;150;0
81;"o9";"8";300;270;1
81;"o1";"7";300;150;2
81;"o1";"1";256;256;3
81;"o1";"10";300;210;4
81;"o1";"6";300;150;5
81;"o9";"15";300;150;6
81;"o9";"4";256;44;7
81;"o1";"9";300;210;8
81;"o9";"13";300;150;9
81;"o9";"12";300;270;10
81;"o1";"5";300;150;11
81;"o1";"14";300;270;12
81;"o9";"3";256;256;13
81;"o9";"11";300;210;14
82;"o4";"5";244;206;0
82;"o9";"12";300;270;1
82;"o9";"3";256;256;2
82;"o1";"9";300;210;3
82;"o6";"15";289;206;4
82;"o6";"1";256;123;5
82;"o8";"11";289;221;6
82;"o4";"7";266;206;7
82;"o9";"6";256;256;8
82;"o9";"2";300;150;9
82;"o7";"8";292;278;10
82;"o3";"14";278;278;11
82;"o7";"10";278;278;12
82;"o6";"13";244;206;13
82;"o4";"4";190;204;14
83;"o1";"5";300;150;0
83;"o1";"14";300;270;1
83;"o9";"4";256;44;2
83;"o9";"15";300;150;3
83;"o1";"1";256;256;4
83;"o9";"11";300;210;5
83;"o9";"3";256;256;6
83;"o9";"2";300;150;7
83;"o9";"13";300;150;8
83;"o9";"10";270;300;9
83;"o1";"9";300;210;10
83;"o1";"7";300;150;11
83;"o1";"6";300;150;12
83;"o9";"12";300;270;13
83;"o9";"8";300;270;14
84;"o9";"3";256;256;0
84;"o5";"5";225;225;1
84;"o1";"1";256;256;2
84;"o5";"13";225;225;3
84;"o6";"7";244;244;4
84;"o9";"6";256;256;5
84;"o6";"4";216;140;6
84;"o5";"11";255;255;7
84;"o7";"10";278;278;8
84;"o1";"14";300;270;9
84;"o3";"15";278;262;10
84;"o9";"2";300;150;11
84;"o9";"12";300;270;12
84;"o9";"8";300;270;13
84;"o5";"9";225;255;14
85;"o7";"12";262;278;0
85;"o5";"8";285;285;1
85;"o2";"15";274;281;2
85;"o9";"3";256;256;3
85;"o1";"1";256;256;4
85;"o6";"7";244;244;5
85;"o7";"10";278;278;6
85;"o3";"14";278;278;7
85;"o5";"5";225;225;8
85;"o4";"9";244;244;9
85;"o9";"2";300;150;10
85;"o5";"11";255;255;11
85;"o5";"13";225;225;12
85;"o9";"6";256;256;13
85;"o4";"4";190;204;14
86;"o2";"15";274;281;0
86;"o4";"9";244;244;1
86;"o4";"10";289;244;2
86;"o3";"14";278;278;3
86;"o5";"8";285;285;4
86;"o9";"2";300;150;5
86;"o5";"13";225;225;6
86;"o6";"7";244;244;7
86;"o1";"1";256;256;8
86;"o9";"6";256;256;9
86;"o5";"11";255;255;10
86;"o5";"5";225;225;11
86;"o9";"12";300;270;12
86;"o9";"3";256;256;13
86;"o3";"4";177;236;14
87;"o1";"15";270;300;0
87;"o1";"1";256;256;1
87;"o5";"13";225;225;2
87;"o6";"7";244;244;3
87;"o3";"4";177;236;4
87;"o5";"5";225;225;5
87;"o9";"10";270;300;6
87;"o9";"2";300;150;7
87;"o4";"9";244;244;8
87;"o9";"6";256;256;9
87;"o4";"11";244;266;10
87;"o1";"14";300;270;11
87;"o9";"3";256;256;12
87;"o5";"8";285;285;13
87;"o9";"12";300;270;14
88;"o5";"13";225;225;0
88;"o5";"11";255;255;1
88;"o2";"15";274;281;2
88;"o9";"2";300;150;3
88;"o3";"14";278;278;4
88;"o9";"3";256;256;5
88;"o7";"10";278;278;6
88;"o1";"1";256;256;7
88;"o9";"6";256;256;8
88;"o4";"4";190;204;9
88;"o4";"9";244;244;10
88;"o5";"8";285;285;11
88;"o6";"7";244;244;12
88;"o8";"12";281;274;13
88;"o8";"5";169;281;14
89;"o3";"15";278;262;0
89;"o3";"7";278;188;1
89;"o7";"10";278;278;2
89;"o9";"2";300;150;3
89;"o3";"14";278;278;4
89;"o9";"6";256;256;5
89;"o5";"11";255;255;6
89;"o4";"9";244;244;7
89;"o5";"8";285;285;8
89;"o5";"5";225;225;9
89;"o9";"12";300;270;10
89;"o9";"3";256;256;11
89;"o1";"1";256;256;12
89;"o5";"13";225;225;13
89;"o5";"4";203;172;14
90;"o1";"15";270;300;0
90;"o5";"11";255;255;1
90;"o6";"7";244;244;2
90;"o4";"9";244;244;3
90;"o9";"3";256;256;4
90;"o9";"6";256;256;5
90;"o5";"13";225;225;6
90;"o7";"10";278;278;7
90;"o3";"14";278;278;8
90;"o5";"8";285;285;9
90;"o1";"1";256;256;10
90;"o5";"4";203;172;11
90;"o5";"5";225;225;12
90;"o8";"12";281;274;13
90;"o9";"2";300;150;14
91;"o6";"13";244;206;0
91;"o9";"3";256;256;1
91;"o1";"14";300;270;2
91;"o5";"5";225;225;3
91;"o1";"10";300;210;4
91;"o9";"7";210;300;5
91;"o9";"11";300;210;6
91;"o1";"1";256;256;7
91;"o9";"8";300;270;8
91;"o9";"12";300;270;9
91;"o1";"15";270;300;10
91;"o9";"2";300;150;11
91;"o3";"4";177;236;12
91;"o9";"6";256;256;13
91;"o1";"9";300;210;14
92;"o1";"14";300;270;0
92;"o1";"1";256;256;1
92;"o9";"2";300;150;2
92;"o3";"6";289;177;3
92;"o7";"15";292;188;4
92;"o9";"3";256;256;5
92;"o8";"12";281;274;6
92;"o1";"9";300;210;7
92;"o2";"7";289;169;8
92;"o2";"10";296;221;9
92;"o1";"8";270;300;10
92;"o3";"5";262;188;11
92;"o8";"11";289;221;12
92;"o8";"13";281;169;13
92;"o7";"4";230;108;14
93;"o1";"9";300;210;0
93;"o9";"12";300;270;1
93;"o1";"7";300;150;2
93;"o1";"10";300;210;3
93;"o9";"11";300;210;4
93;"o1";"6";300;150;5
93;"o9";"2";300;150;6
93;"o1";"5";300;150;7
93;"o1";"14";300;270;8
93;"o9";"13";300;150;9
93;"o9";"8";300;270;10
93;"o9";"15";300;150;11
93;"o9";"3";256;256;12
93;"o9";"1";256;44;13
93;"o9";"4";256;44;14
94;"o9";"12";300;270;0
94;"o1";"7";300;150;1
94;"o9";"15";300;150;2
94;"o1";"10";300;210;3
94;"o9";"11";300;210;4
94;"o9";"13";300;150;5
94;"o1";"9";300;210;6
94;"o1";"14";300;270;7
94;"o1";"5";300;150;8
94;"o9";"8";300;270;9
94;"o9";"2";300;150;10
94;"o9";"3";256;256;11
94;"o9";"4";256;44;12
94;"o1";"1";256;256;13
94;"o1";"6";300;150;14
95;"o1";"5";300;150;0
95;"o9";"12";300;270;1
95;"o1";"10";300;210;2
95;"o9";"3";256;256;3
95;"o9";"2";300;150;4
95;"o1";"7";300;150;5
95;"o9";"15";300;150;6
95;"o9";"8";300;270;7
95;"o1";"14";300;270;8
95;"o1";"1";256;256;9
95;"o9";"11";300;210;10
95;"o9";"4";256;44;11
95;"o9";"6";256;256;12
95;"o1";"9";300;210;13
95;"o9";"13";300;150;14
96;"o4";"10";289;244;0
96;"o1";"1";256;256;1
96;"o2";"5";281;169;2
96;"o2";"14";289;274;3
96;"o8";"3";243;262;4
96;"o8";"11";289;221;5
96;"o9";"2";300;150;6
96;"o9";"12";300;270;7
96;"o9";"8";300;270;8
96;"o3";"6";289;177;9
96;"o7";"4";230;108;10
96;"o2";"7";289;169;11
96;"o8";"13";281;169;12
96;"o2";"9";281;221;13
96;"o8";"15";296;169;14
98;"o1";"5";300;150;0
98;"o9";"12";300;270;1
98;"o9";"3";256;256;2
98;"o1";"6";300;150;3
98;"o9";"13";300;150;4
98;"o9";"15";300;150;5
98;"o1";"10";300;210;6
98;"o9";"4";256;44;7
98;"o9";"11";300;210;8
98;"o1";"9";300;210;9
98;"o1";"14";300;270;10
98;"o1";"7";300;150;11
98;"o9";"2";300;150;12
98;"o9";"8";300;270;13
98;"o1";"1";256;256;14
99;"o2";"10";296;221;0
99;"o9";"8";300;270;1
99;"o9";"11";300;210;2
99;"o8";"6";262;243;3
99;"o1";"14";300;270;4
99;"o9";"4";256;44;5
99;"o1";"9";300;210;6
99;"o8";"12";281;274;7
99;"o1";"1";256;256;8
99;"o9";"3";256;256;9
99;"o1";"7";300;150;10
99;"o2";"15";274;281;11
99;"o9";"2";300;150;12
99;"o1";"5";300;150;13
99;"o9";"13";300;150;14
100;"o3";"5";262;188;0
100;"o6";"4";216;140;1
100;"o9";"11";300;210;2
100;"o3";"7";278;188;3
100;"o1";"1";256;256;4
100;"o6";"13";244;206;5
100;"o2";"10";296;221;6
100;"o3";"15";278;262;7
100;"o3";"14";278;278;8
100;"o9";"8";300;270;9
100;"o9";"2";300;150;10
100;"o9";"3";256;256;11
100;"o4";"9";244;244;12
100;"o4";"6";284;190;13
100;"o9";"12";300;270;14
101;"o1";"5";300;150;0
101;"o9";"13";300;150;1
101;"o9";"3";256;256;2
101;"o9";"6";256;256;3
101;"o1";"14";300;270;4
101;"o1";"1";256;256;5
101;"o9";"12";300;270;6
101;"o2";"7";289;169;7
101;"o3";"15";278;262;8
101;"o7";"4";230;108;9
101;"o1";"9";300;210;10
101;"o9";"8";300;270;11
101;"o9";"2";300;150;12
101;"o3";"10";292;233;13
101;"o9";"11";300;210;14
102;"o9";"3";256;256;0
102;"o1";"9";300;210;1
102;"o9";"13";300;150;2
102;"o1";"5";300;150;3
102;"o9";"12";300;270;4
102;"o1";"7";300;150;5
102;"o9";"4";256;44;6
102;"o9";"15";300;150;7
102;"o9";"8";300;270;8
102;"o9";"11";300;210;9
102;"o1";"14";300;270;10
102;"o1";"6";300;150;11
102;"o1";"10";300;210;12
102;"o9";"2";300;150;13
102;"o1";"1";256;256;14
103;"o9";"13";300;150;0
103;"o9";"11";300;210;1
103;"o1";"5";300;150;2
103;"o9";"2";300;150;3
103;"o1";"1";256;256;4
103;"o7";"15";292;188;5
103;"o1";"10";300;210;6
103;"o9";"4";256;44;7
103;"o1";"6";300;150;8
103;"o1";"7";300;150;9
103;"o9";"12";300;270;10
103;"o1";"14";300;270;11
103;"o9";"3";256;256;12
103;"o9";"8";300;270;13
103;"o1";"9";300;210;14
104;"o9";"8";300;270;0
104;"o9";"12";300;270;1
104;"o1";"15";270;300;2
104;"o5";"7";255;225;3
104;"o1";"1";256;256;4
104;"o9";"2";300;150;5
104;"o6";"13";244;206;6
104;"o5";"11";255;255;7
104;"o3";"5";262;188;8
104;"o9";"6";256;256;9
104;"o1";"14";300;270;10
104;"o1";"9";300;210;11
104;"o7";"10";278;278;12
104;"o7";"4";230;108;13
104;"o9";"3";256;256;14
105;"o3";"14";278;278;0
105;"o5";"15";285;225;1
105;"o2";"6";295;163;2
105;"o3";"10";292;233;3
105;"o7";"4";230;108;4
105;"o1";"5";300;150;5
105;"o7";"3";230;267;6
105;"o5";"13";225;225;7
105;"o9";"2";300;150;8
105;"o9";"8";300;270;9
105;"o6";"7";244;244;10
105;"o4";"9";244;244;11
105;"o6";"1";256;123;12
105;"o9";"12";300;270;13
105;"o9";"11";300;210;14
106;"o5";"15";285;225;0
106;"o1";"7";300;150;1
106;"o1";"14";300;270;2
106;"o9";"2";300;150;3
106;"o1";"9";300;210;4
106;"o9";"3";256;256;5
106;"o5";"13";225;225;6
106;"o4";"4";190;204;7
106;"o5";"8";285;285;8
106;"o1";"1";256;256;9
106;"o5";"11";255;255;10
106;"o9";"12";300;270;11
106;"o5";"10";285;255;12
106;"o2";"5";281;169;13
106;"o9";"6";256;256;14
107;"o5";"11";255;255;0
107;"o5";"15";285;225;1
107;"o9";"2";300;150;2
107;"o5";"10";285;255;3
107;"o5";"8";285;285;4
107;"o5";"4";203;172;5
107;"o5";"5";225;225;6
107;"o9";"12";300;270;7
107;"o4";"9";244;244;8
107;"o1";"1";256;256;9
107;"o6";"7";244;244;10
107;"o9";"6";256;256;11
107;"o5";"13";225;225;12
107;"o9";"3";256;256;13
108;"o9";"3";256;256;0
108;"o9";"8";300;270;1
108;"o1";"5";300;150;2
108;"o4";"15";281;244;3
108;"o1";"1";256;256;4
108;"o5";"7";255;225;5
108;"o9";"11";300;210;6
108;"o9";"6";256;256;7
108;"o7";"4";230;108;8
108;"o5";"13";225;225;9
108;"o4";"9";244;244;10
108;"o9";"2";300;150;11
108;"o1";"10";300;210;12
108;"o1";"14";300;270;13
108;"o9";"12";300;270;14
109;"o1";"6";300;150;0
109;"o9";"8";300;270;1
109;"o1";"1";256;256;2
109;"o9";"2";300;150;3
109;"o1";"10";300;210;4
109;"o9";"4";256;44;5
109;"o9";"3";256;256;6
109;"o1";"14";300;270;7
109;"o1";"7";300;150;8
109;"o9";"13";300;150;9
109;"o1";"9";300;210;10
109;"o9";"15";300;150;11
109;"o9";"12";300;270;12
109;"o9";"11";300;210;13
109;"o1";"5";300;150;14
110;"o4";"15";281;244;0
110;"o5";"4";203;172;1
110;"o5";"8";285;285;2
110;"o6";"7";244;244;3
110;"o5";"5";225;225;4
110;"o5";"11";255;255;5
110;"o8";"12";281;274;6
110;"o7";"10";278;278;7
110;"o3";"14";278;278;8
110;"o4";"9";244;244;9
110;"o9";"3";256;256;10
110;"o9";"2";300;150;11
110;"o5";"13";225;225;12
110;"o9";"6";256;256;13
110;"o1";"1";256;256;14
111;"o1";"6";300;150;0
111;"o9";"8";300;270;1
111;"o9";"11";300;210;2
111;"o9";"4";256;44;3
111;"o9";"15";300;150;4
111;"o1";"5";300;150;5
111;"o1";"9";300;210;6
111;"o1";"14";300;270;7
111;"o9";"12";300;270;8
111;"o9";"13";300;150;9
111;"o9";"2";300;150;10
111;"o1";"7";300;150;11
111;"o1";"10";300;210;12
111;"o9";"3";256;256;13
111;"o1";"1";256;256;14
112;"o1";"14";300;270;0
112;"o4";"5";244;206;1
112;"o7";"4";230;108;2
112;"o1";"1";256;256;3
112;"o4";"6";284;190;4
112;"o9";"3";256;256;5
112;"o7";"10";278;278;6
112;"o2";"7";289;169;7
112;"o8";"13";281;169;8
112;"o9";"11";300;210;9
112;"o6";"15";289;206;10
112;"o1";"9";300;210;11
112;"o9";"2";300;150;12
112;"o9";"12";300;270;13
112;"o9";"8";300;270;14
113;"o9";"13";300;150;0
113;"o9";"2";300;150;1
113;"o1";"14";300;270;2
113;"o1";"7";300;150;3
113;"o9";"8";300;270;4
113;"o9";"11";300;210;5
113;"o9";"4";256;44;6
113;"o1";"9";300;210;7
113;"o1";"10";300;210;8
113;"o9";"3";256;256;9
113;"o1";"5";300;150;10
113;"o9";"12";300;270;11
113;"o9";"15";300;150;12
113;"o1";"6";300;150;13
113;"o1";"1";256;256;14
114;"o1";"9";300;210;0
114;"o9";"12";300;270;1
114;"o1";"10";300;210;2
114;"o9";"8";300;270;3
114;"o9";"15";300;150;4
114;"o1";"6";300;150;5
114;"o1";"1";256;256;6
114;"o1";"7";300;150;7
114;"o9";"3";256;256;8
114;"o9";"4";256;44;9
114;"o1";"14";300;270;10
114;"o9";"13";300;150;11
114;"o9";"2";300;150;12
114;"o1";"5";300;150;13
114;"o9";"11";300;210;14
115;"o9";"3";256;256;0
115;"o1";"1";256;256;1
115;"o9";"8";300;270;2
115;"o9";"12";300;270;3
115;"o9";"11";300;210;4
115;"o9";"2";300;150;5
115;"o1";"14";300;270;6
115;"o9";"15";300;150;7
115;"o9";"13";300;150;8
115;"o9";"4";256;44;9
115;"o1";"10";300;210;10
115;"o1";"7";300;150;11
115;"o1";"6";300;150;12
115;"o1";"5";300;150;13
115;"o1";"9";300;210;14
116;"o9";"2";300;150;0
116;"o9";"13";300;150;1
116;"o1";"7";300;150;2
116;"o9";"11";300;210;3
116;"o1";"10";300;210;4
116;"o1";"6";300;150;5
116;"o9";"15";300;150;6
116;"o1";"1";256;256;7
116;"o1";"5";300;150;8
116;"o9";"4";256;44;9
116;"o9";"8";300;270;10
116;"o9";"3";256;256;11
116;"o9";"12";300;270;12
116;"o1";"14";300;270;13
116;"o1";"9";300;210;14
117;"o1";"9";300;210;0
117;"o1";"6";300;150;1
117;"o1";"10";300;210;2
117;"o9";"13";300;150;3
117;"o9";"8";300;270;4
117;"o9";"4";256;44;5
117;"o1";"5";300;150;6
117;"o1";"1";256;256;7
117;"o9";"3";256;256;8
117;"o9";"11";300;210;9
117;"o9";"15";300;150;10
117;"o9";"12";300;270;11
117;"o9";"2";300;150;12
117;"o1";"14";300;270;13
117;"o1";"7";300;150;14
118;"o9";"11";300;210;0
118;"o9";"2";300;150;1
118;"o9";"1";256;44;2
118;"o9";"4";256;44;3
118;"o1";"5";300;150;4
118;"o9";"8";300;270;5
118;"o9";"12";300;270;6
118;"o9";"3";256;256;7
118;"o1";"7";300;150;8
118;"o1";"6";300;150;9
118;"o9";"15";300;150;10
118;"o9";"13";300;150;11
118;"o1";"9";300;210;12
118;"o1";"14";300;270;13
118;"o1";"10";300;210;14
119;"o1";"7";300;150;0
119;"o1";"6";300;150;1
119;"o1";"14";300;270;2
119;"o9";"8";300;270;3
119;"o1";"1";256;256;4
119;"o9";"3";256;256;5
119;"o9";"13";300;150;6
119;"o1";"5";300;150;7
119;"o1";"9";300;210;8
119;"o9";"11";300;210;9
119;"o9";"2";300;150;10
119;"o9";"15";300;150;11
119;"o9";"12";300;270;12
119;"o9";"4";256;44;13
119;"o1";"10";300;210;14
120;"o1";"9";300;210;0
120;"o9";"12";300;270;1
120;"o9";"15";300;150;2
120;"o1";"5";300;150;3
120;"o9";"3";256;256;4
120;"o9";"13";300;150;5
120;"o1";"10";300;210;6
120;"o1";"7";300;150;7
120;"o1";"1";256;256;8
120;"o1";"14";300;270;9
120;"o9";"4";256;44;10
120;"o9";"11";300;210;11
120;"o1";"6";300;150;12
120;"o9";"2";300;150;13
120;"o9";"8";300;270;14
121;"o4";"15";281;244;0
121;"o9";"2";300;150;1
121;"o5";"4";203;172;2
121;"o4";"6";284;190;3
121;"o9";"8";300;270;4
121;"o9";"13";300;150;5
121;"o1";"5";300;150;6
121;"o1";"9";300;210;7
121;"o1";"14";300;270;8
121;"o9";"12";300;270;9
121;"o9";"3";256;256;10
121;"o9";"11";300;210;11
121;"o1";"1";256;256;12
121;"o1";"7";300;150;13
121;"o1";"10";300;210;14
122;"o1";"7";300;150;0
122;"o9";"8";300;270;1
122;"o1";"6";300;150;2
122;"o1";"9";300;210;3
122;"o1";"1";256;256;4
122;"o9";"12";300;270;5
122;"o1";"14";300;270;6
122;"o9";"15";300;150;7
122;"o9";"3";256;256;8
122;"o9";"11";300;210;9
122;"o1";"10";300;210;10
122;"o9";"13";300;150;11
122;"o9";"4";256;44;12
122;"o9";"2";300;150;13
122;"o1";"5";300;150;14
123;"o9";"13";300;150;0
123;"o9";"2";300;150;1
123;"o9";"12";300;270;2
123;"o9";"3";256;256;3
123;"o1";"14";300;270;4
123;"o1";"7";300;150;5
123;"o1";"1";256;256;6
123;"o1";"9";300;210;7
123;"o1";"10";300;210;8
123;"o1";"5";300;150;9
123;"o9";"8";300;270;10
123;"o9";"15";300;150;11
123;"o9";"11";300;210;12
123;"o9";"4";256;44;13
123;"o1";"6";300;150;14
124;"o9";"11";300;210;0
124;"o1";"14";300;270;1
124;"o9";"12";300;270;2
124;"o9";"2";300;150;3
124;"o9";"8";300;270;4
124;"o1";"7";300;150;5
124;"o1";"9";300;210;6
124;"o9";"3";256;256;7
124;"o1";"6";300;150;8
124;"o9";"13";300;150;9
124;"o9";"4";256;44;10
124;"o1";"10";300;210;11
124;"o1";"5";300;150;12
124;"o9";"15";300;150;13
124;"o1";"1";256;256;14
125;"o1";"14";300;270;0
125;"o1";"9";300;210;1
125;"o1";"1";256;256;2
125;"o9";"4";256;44;3
125;"o1";"7";300;150;4
125;"o9";"3";256;256;5
125;"o9";"13";300;150;6
125;"o9";"12";300;270;7
125;"o9";"11";300;210;8
125;"o1";"10";300;210;9
125;"o9";"15";300;150;10
125;"o9";"2";300;150;11
125;"o1";"5";300;150;12
125;"o1";"6";300;150;13
125;"o9";"8";300;270;14
126;"o4";"15";281;244;0
126;"o1";"1";256;256;1
126;"o7";"10";278;278;2
126;"o6";"7";244;244;3
126;"o5";"4";203;172;4
126;"o8";"12";281;274;5
126;"o9";"6";256;256;6
126;"o9";"2";300;150;7
126;"o5";"11";255;255;8
126;"o5";"8";285;285;9
126;"o5";"13";225;225;10
126;"o4";"9";244;244;11
126;"o3";"14";278;278;12
126;"o9";"3";256;256;13
126;"o5";"5";225;225;14
127;"o1";"1";256;256;0
127;"o9";"3";256;256;1
127;"o9";"2";300;150;2
127;"o1";"14";300;270;3
127;"o9";"6";256;256;4
