"uniqueID_t1";"gender_t1";"age_t1";"entry_via_t1";"seriousness_t1";"condition_t1";"completion_time_min_t1";"completion_time_t1";"completion_time_sec_t1";"timestamp_start_t1";"timestamp_end_t1";"sender_t1";"sender_id_t1";"ended_on_t1";"svs_angle_t1";"SVOtyp_ring_t1";"svs_angle_slider_t1";"SVOtyp_slider_t1";"include_t1";"mean_angle";"measure_self";"dec_self_slider";"dec_self_ring";"get_from";"dec_self";"dec_other";"Betrag_t1";"Betrag";"Betrag_total";"include"
92;"female";22;"mouse";"serious";"slider_first";13,0018466666669;780110,800000012;780,110800000012;"2026-06-09T19:41:57.456Z";"2026-06-09T19:54:57.608Z";"root";NA;"completion";6,35727966055777;"Individualist";25,0459743472257;"Prosocial";1;15,7016270038917;"ring";15;5;100;293;221;6,14;4,76;10,9;1
93;"male";26;"mouse";"serious";"ring_first";4,14125166666607;248475,099999964;248,475099999964;"2026-06-09T19:42:22.035Z";"2026-06-09T19:46:30.511Z";"root";NA;"completion";8,63713141507075;"Individualist";11,5801935805144;"Individualist";1;10,1086624977926;"ring";8;4;116;-93;273;2,8;5,57;8,37;1
94;"male";26;"mouse";"serious";"slider_first";26,2494083333333;1574964,5;1574,9645;"2026-06-09T19:50:02.823Z";"2026-06-09T20:16:17.793Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";14;19;214;200;-93;2,07;5,12;7,19;1
95;"male";33;"touchscreen";"serious";"ring_first";4,8113550000002;288681,300000012;288,681300000012;"2026-06-09T19:54:32.480Z";"2026-06-09T19:59:21.372Z";"root";NA;"completion";7,53733805729811;"Individualist";19,9298535472136;"Individualist";1;13,7335958022559;"slider";15;13;71;300;210;6,1;7,17;13,27;1
96;"female";26;"mouse";"serious";"ring_first";7,52555333333413;451533,200000048;451,533200000048;"2026-06-09T19:57:18.175Z";"2026-06-09T20:04:49.710Z";"root";NA;"completion";5,09368285316337;"Individualist";24,1220717650178;"Prosocial";1;14,6078773090906;"slider";1;23;199;289;152;5,41;6,29;11,7;1
98;"male";28;"touchscreen";"serious";"slider_first";4,533425;272005,5;272,0055;"2026-06-09T19:59:48.507Z";"2026-06-09T20:04:20.530Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";7;7;177;300;273;6,73;9,28;16,01;1
99;"other";24;"mouse";"serious";"slider_first";17,0279350000004;1021676,10000002;1021,67610000002;"2026-06-09T20:02:16.222Z";"2026-06-09T20:19:17.899Z";"root";NA;"completion";7,19923363836765;"Individualist";23,5449690291613;"Prosocial";1;15,3721013337645;"slider";10;18;217;256;-41;3,15;7,56;10,71;1
100;"female";20;"keyboard";"serious";"ring_first";5,28239833333095;316943,899999857;316,943899999857;"2026-06-09T20:04:57.423Z";"2026-06-09T20:10:14.368Z";"root";NA;"completion";24,6915581634781;"Prosocial";30,3607622360074;"Prosocial";1;27,5261601997427;"slider";7;6;27;296;150;5,46;6,81;12,27;1
101;"female";32;"touchscreen";"serious";"slider_first";6,08996333333331;365397,799999999;365,397799999999;"2026-06-09T20:07:01.100Z";"2026-06-09T20:13:06.545Z";"root";NA;"completion";15,0791339749611;"Individualist";25,7948693936012;"Prosocial";1;20,4370016842811;"slider";4;20;271;256;152;5,08;6,27;11,35;1
102;"male";35;"touchscreen";"serious";"ring_first";16,1852;971112;971,112;"2026-06-09T19:58:05.640Z";"2026-06-09T20:14:16.773Z";"root";NA;"completion";15,0791339749611;"Individualist";16,9619533812933;"Individualist";1;16,0205436781272;"slider";3;15;240;300;273;6,73;5,81;12,54;1
103;"male";34;"mouse";"serious";"slider_first";8,68373333333333;521024;521,024;"2026-06-09T20:20:20.496Z";"2026-06-09T20:29:01.544Z";"root";NA;"completion";0;"Individualist";17,9611707405311;"Individualist";1;8,98058537026555;"slider";9;8;92;300;152;5,52;6,88;12,4;1
104;"male";38;"mouse";"serious";"slider_first";12,6346166666667;758077;758,077;"2026-06-09T20:27:06.909Z";"2026-06-09T20:39:44.990Z";"root";NA;"completion";25,1699959160965;"Prosocial";34,5568059365031;"Prosocial";1;29,8634009262998;"slider";1;16;242;300;300;7;5,86;12,86;1
105;"female";25;"mouse";"serious";"ring_first";5,53108333333333;331865;331,865;"2026-06-09T20:32:26.413Z";"2026-06-09T20:37:58.291Z";"root";NA;"completion";2,6351845824514;"Individualist";26,4521655929301;"Prosocial";1;14,5436750876908;"ring";14;22;47;300;-73;3,27;6,16;9,43;1
106;"female";19;"mouse";"serious";"ring_first";8,72231666666667;523339;523,339;"2026-06-09T20:33:30.085Z";"2026-06-09T20:42:13.437Z";"root";NA;"completion";15,0078752205107;"Individualist";33,0326996154613;"Prosocial";1;24,020287417986;"ring";14;19;193;-41;241;3;7,55;10,55;1
108;"female";36;"mouse";"serious";"slider_first";8,5404;512424;512,424;"2026-06-09T20:54:35.777Z";"2026-06-09T21:03:08.195Z";"root";NA;"completion";22,4645922129485;"Prosocial";30,5573455290817;"Prosocial";1;26,5109688710151;"ring";6;12;173;100;300;5;7,36;12,36;1
109;"female";31;"mouse";"serious";"slider_first";7,15588666666349;429353,199999809;429,353199999809;"2026-06-09T20:56:06.361Z";"2026-06-09T21:03:15.715Z";"root";NA;"completion";7,53733805729811;"Individualist";16,9619533812933;"Individualist";1;12,2496457192957;"ring";10;8;182;48;293;4,41;8,19;12,6;1
110;"female";28;"touchscreen";"serious";"slider_first";6,12820333333338;367692,200000003;367,692200000003;"2026-06-09T20:59:56.684Z";"2026-06-09T21:06:04.369Z";"root";NA;"completion";37,5213104918518;"Prosocial";40,7236279825471;"Prosocial";0;39,1224692371995;NA;NA;NA;NA;NA;NA;1;NA;1;NA
111;"female";11;"keyboard";"serious";"slider_first";34,7121966666669;2082731,80000001;2082,73180000001;"2026-06-09T21:02:50.672Z";"2026-06-09T21:37:33.406Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";9;12;147;300;150;5,5;5,57;11,07;1
112;"male";43;"mouse";"serious";"ring_first";12,10863;726517,8;726,5178;"2026-06-09T21:26:24.363Z";"2026-06-09T21:38:30.883Z";"root";NA;"completion";7,19923363836765;"Individualist";26,3185939978819;"Prosocial";1;16,7589138181248;"slider";1;9;202;300;-41;3,59;5,79;9,38;1
113;"male";23;"mouse";"serious";"slider_first";6,84874333333336;410924,600000001;410,924600000001;"2026-06-09T21:39:06.833Z";"2026-06-09T21:45:57.758Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";10;1;169;256;241;5,97;7,08;13,05;1
114;"male";36;"mouse";"serious";"slider_first";10,9970666666667;659824;659,824;"2026-06-09T21:54:46.619Z";"2026-06-09T22:05:46.450Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";10;14;263;300;273;6,73;6,96;13,69;1
115;"female";34;"mouse";"serious";"ring_first";13,0199533333333;781197,2;781,1972;"2026-06-09T22:00:30.736Z";"2026-06-09T22:13:31.934Z";"root";NA;"completion";5,92643238178527;"Individualist";16,9619533812933;"Individualist";1;11,4441928815393;"ring";6;19;114;241;100;4,41;7,17;11,58;1
116;"male";35;"mouse";"serious";"ring_first";9,73558333333333;584135;584,135;"2026-06-09T22:08:52.055Z";"2026-06-09T22:18:36.196Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";10;14;2;200;225;5,25;7,05;12,3;1
117;"female";25;"touchscreen";"serious";"slider_first";4,13263333333333;247958;247,958;"2026-06-09T22:24:31.649Z";"2026-06-09T22:28:39.832Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";14;14;31;300;150;5,5;7,4;12,9;1
118;"other";28;"mouse";"serious";"ring_first";10,4970783333321;629824,699999928;629,824699999928;"2026-06-09T22:38:01.103Z";"2026-06-09T22:48:30.930Z";"root";NA;"completion";0;"Individualist";11,5801935805144;"Individualist";1;5,7900967902572;"ring";10;18;68;241;-93;2,48;7,51;9,99;1
119;"female";30;"mouse";"serious";"slider_first";45,9452666666667;2756716;2756,716;"2026-06-09T23:45:42.972Z";"2026-06-10T00:31:39.688Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";12;10;258;-93;225;2,32;6,64;8,96;1
120;"female";24;"mouse";"serious";"ring_first";4,54354166666667;272612,5;272,6125;"2026-06-10T03:40:40.634Z";"2026-06-10T03:45:13.242Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";9;19;130;256;200;5,56;6,27;11,83;1
121;"female";29;"mouse";"serious";"ring_first";20,3668149999996;1222008,89999998;1222,00889999998;"2026-06-10T04:22:09.938Z";"2026-06-10T04:42:31.949Z";"root";NA;"completion";18,3834701489816;"Individualist";24,0985210692069;"Prosocial";1;21,2409956090942;"ring";15;24;3;-73;210;2,37;6,85;9,22;1
122;"female";21;"mouse";"serious";"ring_first";2,0321600000004;121929,600000024;121,929600000024;"2026-06-10T04:48:59.673Z";"2026-06-10T04:51:01.604Z";"root";NA;"completion";1,1523459115664;"Individualist";16,9619533812933;"Individualist";1;9,05714964642985;NA;NA;NA;NA;NA;NA;1;1;2;NA
123;"female";35;"mouse";"serious";"ring_first";2,45568333333333;147341;147,341;"2026-06-10T04:51:37.310Z";"2026-06-10T04:54:04.656Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";3;9;61;300;293;6,93;6,85;13,78;1
124;"male";54;"mouse";"serious";"slider_first";6,639;398340;398,34;"2026-06-10T04:59:40.962Z";"2026-06-10T05:06:19.303Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";6;13;119;300;152;5,52;5,8;11,32;1
125;"female";39;"touchscreen";"serious";"slider_first";3,65816166666349;219489,699999809;219,489699999809;"2026-06-10T05:12:57.279Z";"2026-06-10T05:16:36.784Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";14;8;98;300;210;6,1;7,02;13,12;1
126;"female";51;"mouse";"serious";"slider_first";11,892645;713558,7;713,5587;"2026-06-10T05:15:19.669Z";"2026-06-10T05:27:13.251Z";"root";NA;"completion";6,35727966055777;"Individualist";40,7236279825471;"Prosocial";1;23,5404538215524;"ring";11;13;14;273;100;4,73;4,56;9,29;1
127;"female";34;"mouse";"serious";"ring_first";513,622028333333;30817321,7;30817,3217;"2026-06-10T05:39:06.300Z";"2026-06-10T14:12:42.446Z";"root";NA;"completion";36,0779991987571;"Prosocial";41,9368033904102;"Prosocial";1;39,0074012945836;"slider";13;6;178;225;-41;2,84;6,1;8,94;1
128;"female";29;"mouse";"serious";"ring_first";5,73326666666667;343996;343,996;"2026-06-10T05:46:02.289Z";"2026-06-10T05:51:46.286Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";11;21;7;300;273;6,73;7,78;14,51;1
129;"male";32;"mouse";"serious";"ring_first";7,20663499999841;432398,099999905;432,398099999905;"2026-06-10T05:47:11.898Z";"2026-06-10T05:54:24.290Z";"root";NA;"completion";17,969139740157;"Individualist";30,5516282439195;"Prosocial";1;24,2603839920382;"ring";3;22;45;241;273;6,14;8,32;14,46;1
130;"male";57;"mouse";"serious";"ring_first";55,3641;3321846;3321,846;"2026-06-10T06:02:27.897Z";"2026-06-10T06:57:49.748Z";"root";NA;"completion";28,8468378873835;"Prosocial";35,6670273217164;"Prosocial";1;32,2569326045499;"ring";3;7;106;-73;241;2,68;6,52;9,2;1
131;"female";27;"mouse";"serious";"ring_first";7,22700666666428;433620,399999857;433,620399999857;"2026-06-10T06:05:07.888Z";"2026-06-10T06:12:21.509Z";"root";NA;"completion";15,0791339749611;"Individualist";20,2118936519114;"Individualist";1;17,6455138134362;"slider";14;23;262;300;210;6,1;5,82;11,92;1
132;"female";28;"mouse";"serious";"slider_first";9,37333333333333;562400;562,4;"2026-06-10T06:10:53.705Z";"2026-06-10T06:20:16.108Z";"root";NA;"completion";45;"Prosocial";41,1446317926776;"Prosocial";1;43,0723158963388;"ring";10;5;141;273;0;3,73;8,05;11,78;1
133;"male";33;"mouse";"serious";"ring_first";8,7989;527934;527,934;"2026-06-10T06:15:06.383Z";"2026-06-10T06:23:54.323Z";"root";NA;"completion";26,0149028495681;"Prosocial";25,9435464074863;"Prosocial";1;25,9792246285272;"slider";11;1;10;256;278;6,34;5,81;12,15;1
136;"female";27;"mouse";"serious";"slider_first";12,1503266666651;729019,599999905;729,019599999905;"2026-06-10T06:54:06.034Z";"2026-06-10T07:06:15.054Z";"root";NA;"completion";15,0791339749611;"Individualist";19,7755300280018;"Individualist";1;17,4273320014814;"ring";2;9;256;152;150;4,02;8,51;12,53;1
137;"female";35;"mouse";"serious";"slider_first";12,90085;774051;774,051;"2026-06-10T06:57:24.455Z";"2026-06-10T07:10:18.519Z";"root";NA;"completion";19,8507159961252;"Individualist";41,1098755959382;"Prosocial";1;30,4802957960317;"ring";12;22;163;300;270;6,7;7,57;14,27;1
138;"female";27;"mouse";"serious";"ring_first";10,40885;624531;624,531;"2026-06-10T06:57:40.026Z";"2026-06-10T07:08:04.565Z";"root";NA;"completion";59,7035518237615;"Altruist";42,4782403475464;"Prosocial";1;51,090896085654;"slider";4;18;150;255;270;6,25;5,71;11,96;1
139;"male";36;"mouse";"serious";"ring_first";4,12688333333333;247613;247,613;"2026-06-10T07:02:23.233Z";"2026-06-10T07:06:30.846Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";14;15;84;300;262;6,62;6,17;12,79;1
140;"female";23;"mouse";"serious";"slider_first";4,72789500000477;283673,700000286;283,673700000286;"2026-06-10T07:02:30.145Z";"2026-06-10T07:07:13.819Z";"root";NA;"completion";2,48126480119584;"Individualist";34,5183099679683;"Prosocial";1;18,4997873845821;NA;NA;NA;NA;NA;NA;1;1;2;NA
141;"female";28;"mouse";"serious";"ring_first";12,4396816666667;746380,9;746,3809;"2026-06-10T07:12:33.099Z";"2026-06-10T07:24:59.454Z";"root";NA;"completion";30,0212253575505;"Prosocial";26,9302876785118;"Prosocial";1;28,4757565180311;"ring";13;20;245;273;48;4,21;8,26;12,47;1
142;"female";23;"mouse";"serious";"ring_first";7,81128333333333;468677;468,677;"2026-06-10T07:12:55.230Z";"2026-06-10T07:20:43.908Z";"root";NA;"completion";20,2656974709475;"Individualist";37,872632283286;"Prosocial";1;29,0691648771168;NA;NA;NA;NA;NA;NA;1;1;2;NA
143;"male";71;"mouse";"serious";"ring_first";17,9075733333333;1074454,4;1074,4544;"2026-06-10T07:17:07.203Z";"2026-06-10T07:35:01.543Z";"root";NA;"completion";22,5531385269108;"Prosocial";26,2226501963255;"Prosocial";1;24,3878943616182;"ring";7;20;166;0;203;3,03;4,46;7,49;1
144;"male";30;"mouse";"serious";"ring_first";8,08538333333333;485123;485,123;"2026-06-10T07:21:23.741Z";"2026-06-10T07:29:28.864Z";"root";NA;"completion";50,2792800556457;"Prosocial";42,9734844528352;"Prosocial";1;46,6263822542405;"ring";10;24;131;100;210;4,1;5,36;9,46;1
145;"male";25;"mouse";"serious";"slider_first";8,77064166666667;526238,5;526,2385;"2026-06-10T07:31:46.441Z";"2026-06-10T07:40:32.681Z";"root";NA;"completion";52,1446583705914;"Prosocial";35,5899353155345;"Prosocial";1;43,8672968430629;"ring";15;19;146;48;-73;0,75;6,14;6,89;1
146;"male";39;"mouse";"serious";"slider_first";5,40455499999995;324273,299999997;324,273299999997;"2026-06-10T07:51:35.306Z";"2026-06-10T07:56:59.580Z";"root";NA;"completion";7,53733805729811;"Individualist";20,4110082223078;"Individualist";1;13,974173139803;"ring";1;19;179;200;270;5,7;7,35;13,05;1
147;"female";21;"touchscreen";"serious";"ring_first";3,71138333333333;222683;222,683;"2026-06-10T08:18:37.956Z";"2026-06-10T08:22:20.636Z";"root";NA;"completion";22,4645922129485;"Prosocial";19,9720044100576;"Individualist";1;21,218298311503;"slider";13;2;50;300;270;6,7;7,58;14,28;1
148;"female";30;"keyboard";"serious";"slider_first";9,1601;549606;549,606;"2026-06-10T08:19:16.903Z";"2026-06-10T08:28:26.504Z";"root";NA;"completion";15,0078752205107;"Individualist";19,9298535472136;"Individualist";1;17,4688643838622;NA;NA;NA;NA;NA;NA;1;1;2;NA
149;"male";74;"mouse";"serious";"ring_first";14,0928783333336;845572,700000018;845,572700000018;"2026-06-10T08:26:43.081Z";"2026-06-10T08:40:48.655Z";"root";NA;"completion";12,5808711019216;"Individualist";32,314994986322;"Prosocial";1;22,4479330441218;"slider";14;7;156;278;256;6,34;5,37;11,71;1
150;"female";29;"mouse";"serious";"slider_first";21,20515;1272309;1272,309;"2026-06-10T08:34:39.297Z";"2026-06-10T08:55:51.602Z";"root";NA;"completion";0;"Individualist";24,9030243257089;"Prosocial";1;12,4515121628544;"slider";9;14;85;300;-93;3,07;6,99;10,06;1
151;"female";30;"mouse";"serious";"ring_first";6,98548333333333;419129;419,129;"2026-06-10T08:42:34.833Z";"2026-06-10T08:49:33.959Z";"root";NA;"completion";36,4222834749835;"Prosocial";41,2809146808327;"Prosocial";1;38,8515990779081;"slider";3;22;125;190;150;4,4;7,87;12,27;1
153;"male";27;"mouse";"serious";"ring_first";13,8035333333333;828212;828,212;"2026-06-10T08:43:35.422Z";"2026-06-10T08:57:23.634Z";"root";NA;"completion";52,4931871303161;"Prosocial";41,1365407791171;"Prosocial";1;46,8148639547166;"ring";6;24;117;200;270;5,7;5,78;11,48;1
154;"female";32;"mouse";"serious";"ring_first";5,90778666666746;354467,200000048;354,467200000048;"2026-06-10T08:49:19.069Z";"2026-06-10T08:55:13.537Z";"root";NA;"completion";30,4889404998309;"Prosocial";41,992922469506;"Prosocial";0;36,2409314846685;NA;NA;NA;NA;NA;NA;1;NA;1;NA
155;"male";26;"mouse";"serious";"ring_first";7,77971499999998;466782,899999999;466,782899999999;"2026-06-10T08:51:26.395Z";"2026-06-10T08:59:13.179Z";"root";NA;"completion";1,74531474977637;"Individualist";23,2926060074673;"Prosocial";1;12,5189603786218;"slider";6;16;205;300;256;6,56;5,91;12,47;1
156;"female";24;"keyboard";"serious";"ring_first";18,6792166666667;1120753;1120,753;"2026-06-10T08:56:01.388Z";"2026-06-10T09:14:42.147Z";"root";NA;"completion";19,8507159961252;"Individualist";28,7794795068526;"Prosocial";1;24,3150977514889;"slider";8;24;78;256;-73;2,83;6,8;9,63;1
157;"female";69;"mouse";"serious";"ring_first";9,28472666666667;557083,6;557,0836;"2026-06-10T09:08:32.370Z";"2026-06-10T09:17:49.454Z";"root";NA;"completion";1,74531474977637;"Individualist";26,1395075138898;"Prosocial";1;13,9424111318331;"ring";7;24;4;-93;150;1,57;6,64;8,21;1
158;"female";20;"touchscreen";"serious";"ring_first";11,1985683333397;671914,100000381;671,914100000381;"2026-06-10T09:15:42.068Z";"2026-06-10T09:26:51.279Z";"root";NA;"completion";0;"Individualist";25,483258635722;"Prosocial";1;12,741629317861;"slider";15;18;127;300;225;6,25;5,81;12,06;1
159;"female";33;"mouse";"serious";"ring_first";8,266325;495979,5;495,9795;"2026-06-10T09:20:24.964Z";"2026-06-10T09:28:40.927Z";"root";NA;"completion";-7,53733805729811;"Individualist";16,9619533812933;"Individualist";1;4,71230766199759;"ring";9;17;111;293;270;6,63;5,79;12,42;1
160;"female";34;"mouse";"serious";"ring_first";4,69316666666667;281590;281,59;"2026-06-10T09:26:14.227Z";"2026-06-10T09:30:55.830Z";"root";NA;"completion";-7,12501634890177;"Individualist";21,8241413953012;"Individualist";1;7,34956252319972;NA;NA;NA;NA;NA;NA;1;1;2;NA
161;"male";26;"mouse";"serious";"slider_first";7,50910333333015;450546,199999809;450,546199999809;"2026-06-10T09:36:47.766Z";"2026-06-10T09:44:18.315Z";"root";NA;"completion";30,0212253575505;"Prosocial";34,4805022314074;"Prosocial";1;32,2508637944789;"ring";2;24;235;273;256;6,29;7,09;13,38;1
162;"female";19;"touchscreen";"serious";"slider_first";13,247798333327;794867,899999619;794,867899999619;"2026-06-10T09:47:32.708Z";"2026-06-10T10:00:47.578Z";"root";NA;"completion";0;"Individualist";17,3184054574351;"Individualist";1;8,65920272871755;"slider";6;22;26;289;150;5,39;8,51;13,9;1
163;"female";21;"mouse";"serious";"slider_first";8,50881166666666;510528,7;510,5287;"2026-06-10T10:14:19.584Z";"2026-06-10T10:22:50.114Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";12;1;175;300;-93;3,07;9,38;12,45;1
164;"female";21;"keyboard";"serious";"slider_first";13,3437833333333;800627;800,627;"2026-06-10T10:39:05.995Z";"2026-06-10T10:52:26.624Z";"root";NA;"completion";37,5068128696839;"Prosocial";33,0780916809943;"Prosocial";1;35,2924522753391;"ring";2;16;43;0;-41;0,59;9,34;9,93;1
165;"female";34;"keyboard";"serious";"slider_first";9,12731666666667;547639;547,639;"2026-06-10T10:40:38.963Z";"2026-06-10T10:49:46.611Z";"root";NA;"completion";0;"Individualist";20,1671726830557;"Individualist";1;10,0835863415278;"ring";13;21;219;241;100;4,41;6,8;11,21;1
166;"female";35;"touchscreen";"serious";"slider_first";8,44815666666826;506889,400000095;506,889400000095;"2026-06-10T10:43:43.868Z";"2026-06-10T10:52:10.760Z";"root";NA;"completion";15,0791339749611;"Individualist";30,5331716499609;"Prosocial";1;22,806152812461;"slider";9;18;20;278;-73;3,05;5,82;8,87;1
167;"female";69;"mouse";"serious";"slider_first";13,2146433333333;792878,6;792,8786;"2026-06-10T10:48:22.937Z";"2026-06-10T11:01:35.816Z";"root";NA;"completion";13,9564443837118;"Individualist";23,8555441066844;"Prosocial";1;18,9059942451981;"slider";10;21;210;300;262;6,62;8,05;14,67;1
168;"male";27;"keyboard";"serious";"ring_first";15,8481233333333;950887,4;950,8874;"2026-06-10T10:59:14.415Z";"2026-06-10T11:15:05.269Z";"root";NA;"completion";7,53733805729811;"Individualist";29,9773041656621;"Prosocial";1;18,7573211114801;"slider";6;21;120;300;256;6,56;8,03;14,59;1
169;"female";28;"mouse";"serious";"ring_first";4,60401666666667;276241;276,241;"2026-06-10T11:03:43.249Z";"2026-06-10T11:08:19.505Z";"root";NA;"completion";0;"Individualist";12,2535423445899;"Individualist";1;6,12677117229495;"ring";1;8;204;-41;-100;-0,41;7,93;7,52;1
170;"male";26;"keyboard";"serious";"slider_first";12,2071466666659;732428,799999952;732,428799999952;"2026-06-10T11:37:37.247Z";"2026-06-10T11:49:49.678Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";10;9;190;256;204;5,6;9,97;15,57;1
171;"male";49;"mouse";"serious";"ring_first";10,1530166666667;609181;609,181;"2026-06-10T11:38:02.582Z";"2026-06-10T11:48:11.765Z";"root";NA;"completion";45;"Prosocial";45;"Prosocial";1;45;"ring";6;17;41;-41;48;1,07;5,86;6,93;1
172;"male";26;"mouse";"serious";"ring_first";5,50665333333214;330399,199999928;330,399199999928;"2026-06-10T12:00:30.897Z";"2026-06-10T12:06:01.295Z";"root";NA;"completion";45;"Prosocial";33,8004780641189;"Prosocial";1;39,4002390320594;"ring";4;13;195;273;-93;2,8;4,68;7,48;1
173;"female";63;"mouse";"serious";"slider_first";14,5131833333333;870791;870,791;"2026-06-10T12:26:11.095Z";"2026-06-10T12:40:41.897Z";"root";NA;"completion";45;"Prosocial";36,6033316621998;"Prosocial";1;40,8016658310999;"ring";4;19;63;100;256;4,56;5,32;9,88;1
174;"female";68;"mouse";"serious";"slider_first";13,05615;783369;783,369;"2026-06-10T12:27:11.142Z";"2026-06-10T12:40:14.520Z";"root";NA;"completion";39,6926731506687;"Prosocial";40,9781582472598;"Prosocial";1;40,3354156989643;"slider";7;1;244;225;150;4,75;5,26;10,01;1
175;"female";24;"keyboard";"serious";"ring_first";10,5961733333334;635770,400000006;635,770400000006;"2026-06-10T12:32:30.595Z";"2026-06-10T12:43:06.366Z";"root";NA;"completion";51,7164721035597;"Prosocial";41,1406559261068;"Prosocial";1;46,4285640148333;"ring";15;2;11;48;293;4,41;7,09;11,5;1
176;"male";58;"mouse";"serious";"ring_first";15,4674333333333;928046;928,046;"2026-06-10T12:37:37.435Z";"2026-06-10T12:53:05.506Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";4;23;108;300;300;7;8,92;15,92;1
177;"male";31;"keyboard";"serious";"ring_first";12,012775;720766,5;720,7665;"2026-06-10T12:38:47.922Z";"2026-06-10T12:50:48.693Z";"root";NA;"completion";52,4786895081482;"Prosocial";42,4535334516806;"Prosocial";1;47,4661114799144;"ring";15;11;32;200;293;5,93;6,26;12,19;1
178;"female";31;"mouse";"serious";"slider_first";6,50750666666677;390450,400000006;390,450400000006;"2026-06-10T12:42:30.658Z";"2026-06-10T12:49:01.085Z";"root";NA;"completion";22,4645922129485;"Prosocial";30,1953725756785;"Prosocial";1;26,3299823943135;"ring";14;12;167;-41;270;3,29;5,9;9,19;1
179;"female";25;"keyboard";"serious";"ring_first";10,3838299999999;623029,799999997;623,029799999997;"2026-06-10T13:03:52.756Z";"2026-06-10T13:14:15.798Z";"root";NA;"completion";-7,12501634890178;"Individualist";16,9619533812933;"Individualist";1;4,91846851619576;"slider";9;22;188;300;273;6,73;6,41;13,14;1
180;"male";37;"mouse";"serious";"slider_first";4,12643333333333;247586;247,586;"2026-06-10T13:23:05.785Z";"2026-06-10T13:27:13.374Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";2;1;103;300;150;5,5;8,21;13,71;1
181;"female";34;"mouse";"serious";"ring_first";6,64151500000001;398490,9;398,4909;"2026-06-10T13:24:33.183Z";"2026-06-10T13:31:11.674Z";"root";NA;"completion";39,7800609516922;"Prosocial";42,0089543732967;"Prosocial";1;40,8945076624944;"slider";1;13;143;278;273;6,51;5,43;11,94;1
182;"female";23;"mouse";"serious";"slider_first";14,4382183333334;866293,100000001;866,293100000001;"2026-06-10T13:37:33.060Z";"2026-06-10T13:51:59.372Z";"root";NA;"completion";7,19923363836765;"Individualist";35,6730994509839;"Prosocial";1;21,4361665446758;"ring";14;13;132;152;200;4,52;7,67;12,19;1
183;"female";24;"mouse";"serious";"ring_first";6,90508333333333;414305;414,305;"2026-06-10T13:56:55.409Z";"2026-06-10T14:03:49.722Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";1;6;138;300;255;6,55;7,17;13,72;1
184;"female";38;"mouse";"serious";"slider_first";3,259375;195562,5;195,5625;"2026-06-10T14:09:19.157Z";"2026-06-10T14:12:34.720Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";4;4;241;273;285;6,58;5,27;11,85;1
185;"female";20;"mouse";"serious";"ring_first";11,7286399999996;703718,399999976;703,718399999976;"2026-06-10T14:21:00.156Z";"2026-06-10T14:32:43.871Z";"root";NA;"completion";22,4645922129485;"Prosocial";34,1448446004196;"Prosocial";1;28,3047184066841;"slider";13;14;123;285;270;6,55;8,49;15,04;1
186;"female";40;"mouse";"serious";"ring_first";12,0158066666673;720948,400000036;720,948400000036;"2026-06-10T15:00:32.896Z";"2026-06-10T15:12:33.845Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";6;24;89;300;172;5,72;7,39;13,11;1
187;"female";22;"mouse";"serious";"slider_first";12,1529;729174;729,174;"2026-06-10T16:08:12.236Z";"2026-06-10T16:20:21.423Z";"root";NA;"completion";36,6770914879906;"Prosocial";42,0515852285238;"Prosocial";1;39,3643383582572;"slider";12;8;15;225;210;5,35;8,99;14,34;1
